VARIABLES="XP","YP","P","U","V","TS","TF"
ZONE T="Zone 001"I=    82 J=    12 F=POINT
  0.000E+00  0.000E+00  1.013E+05 -3.575E-08 -5.809E-04  2.930E+02  5.040E+02
  0.000E+00  3.156E-03  1.013E+05 -3.575E-08 -5.809E-04  2.930E+02  5.040E+02
  0.000E+00  9.469E-03  1.013E+05 -5.442E-08  4.518E-04  2.930E+02  8.544E+02
  0.000E+00  1.578E-02  1.013E+05 -7.597E-08  3.270E-04  2.930E+02  1.068E+03
  0.000E+00  2.209E-02  1.013E+05 -1.042E-07 -1.498E-04  2.930E+02  1.170E+03
  0.000E+00  2.841E-02  1.013E+05 -1.638E-07 -6.442E-04  2.930E+02  1.209E+03
  0.000E+00  3.472E-02  1.013E+05 -2.153E-07 -1.126E-03  2.930E+02  1.225E+03
  0.000E+00  4.103E-02  1.013E+05 -4.541E-07 -1.602E-03  2.930E+02  1.232E+03
  0.000E+00  4.734E-02  1.013E+05 -5.497E-07 -2.053E-03  2.931E+02  1.238E+03
  0.000E+00  5.366E-02  1.013E+05 -5.352E-07 -2.485E-03  2.934E+02  1.243E+03
  0.000E+00  5.997E-02  1.013E+05 -3.419E-07 -2.910E-03  2.944E+02  1.247E+03
  0.000E+00  6.628E-02  1.013E+05 -3.957E-07 -3.320E-03  2.968E+02  1.250E+03
  0.000E+00  7.259E-02  1.013E+05 -6.496E-07 -3.712E-03  3.027E+02  1.254E+03
  0.000E+00  7.891E-02  1.013E+05 -1.267E-06 -4.122E-03  3.155E+02  1.257E+03
  0.000E+00  8.522E-02  1.013E+05 -1.515E-06 -4.629E-03  3.401E+02  1.260E+03
  0.000E+00  9.153E-02  1.013E+05 -8.397E-07 -4.952E-03  3.811E+02  1.263E+03
  0.000E+00  9.784E-02  1.013E+05 -4.010E-07 -5.731E-03  3.401E+02  1.021E+03
  0.000E+00  1.042E-01  1.013E+05 -2.723E-07 -5.595E-03  3.155E+02  9.922E+02
  0.000E+00  1.105E-01  1.013E+05 -1.912E-07 -5.490E-03  3.027E+02  9.902E+02
  0.000E+00  1.168E-01  1.013E+05 -1.474E-07 -5.387E-03  2.968E+02  9.916E+02
  0.000E+00  1.231E-01  1.013E+05 -1.148E-07 -5.282E-03  2.944E+02  9.934E+02
  0.000E+00  1.294E-01  1.013E+05 -2.905E-07 -5.178E-03  2.934E+02  9.953E+02
  0.000E+00  1.357E-01  1.013E+05 -5.416E-07 -5.069E-03  2.931E+02  9.973E+02
  0.000E+00  1.420E-01  1.013E+05 -3.302E-07 -4.956E-03  2.930E+02  9.994E+02
  0.000E+00  1.483E-01  1.013E+05 -1.391E-07 -4.838E-03  2.930E+02  1.001E+03
  0.000E+00  1.547E-01  1.013E+05 -9.559E-08 -4.710E-03  2.930E+02  1.004E+03
  0.000E+00  1.610E-01  1.013E+05 -6.255E-08 -4.572E-03  2.930E+02  1.006E+03
  0.000E+00  1.673E-01  1.013E+05 -4.631E-08 -4.428E-03  2.930E+02  1.008E+03
  0.000E+00  1.736E-01  1.013E+05 -3.506E-08 -4.286E-03  2.930E+02  1.010E+03
  0.000E+00  1.799E-01  1.013E+05 -2.709E-08 -4.137E-03  2.930E+02  1.013E+03
  0.000E+00  1.862E-01  1.013E+05 -2.105E-08 -3.988E-03  2.930E+02  1.015E+03
  0.000E+00  1.925E-01  1.013E+05 -1.639E-08 -3.844E-03  2.930E+02  1.018E+03
  0.000E+00  1.988E-01  1.013E+05 -1.277E-08 -3.697E-03  2.930E+02  1.021E+03
  0.000E+00  2.052E-01  1.013E+05 -9.952E-09 -3.560E-03  2.930E+02  1.024E+03
  0.000E+00  2.115E-01  1.013E+05 -7.773E-09 -3.436E-03  2.930E+02  1.027E+03
  0.000E+00  2.178E-01  1.013E+05 -6.099E-09 -3.320E-03  2.930E+02  1.030E+03
  0.000E+00  2.241E-01  1.013E+05 -4.822E-09 -3.213E-03  2.930E+02  1.033E+03
  0.000E+00  2.304E-01  1.013E+05 -3.858E-09 -3.109E-03  2.930E+02  1.037E+03
  0.000E+00  2.367E-01  1.013E+05 -3.130E-09 -3.002E-03  2.930E+02  1.040E+03
  0.000E+00  2.430E-01  1.013E+05 -2.571E-09 -2.892E-03  2.930E+02  1.044E+03
  0.000E+00  2.493E-01  1.013E+05 -2.134E-09 -2.788E-03  2.930E+02  1.048E+03
  0.000E+00  2.557E-01  1.013E+05 -1.811E-09 -2.704E-03  2.930E+02  1.053E+03
  0.000E+00  2.620E-01  1.013E+05 -1.596E-09 -2.618E-03  2.930E+02  1.057E+03
  0.000E+00  2.683E-01  1.013E+05 -1.452E-09 -2.521E-03  2.930E+02  1.062E+03
  0.000E+00  2.746E-01  1.013E+05 -1.351E-09 -2.424E-03  2.930E+02  1.067E+03
  0.000E+00  2.809E-01  1.013E+05 -1.295E-09 -2.331E-03  2.930E+02  1.073E+03
  0.000E+00  2.872E-01  1.013E+05 -1.285E-09 -2.236E-03  2.930E+02  1.079E+03
  0.000E+00  2.935E-01  1.013E+05 -1.305E-09 -2.126E-03  2.930E+02  1.086E+03
  0.000E+00  2.998E-01  1.013E+05 -1.335E-09 -2.008E-03  2.930E+02  1.093E+03
  0.000E+00  3.062E-01  1.013E+05 -1.375E-09 -1.890E-03  2.930E+02  1.101E+03
  0.000E+00  3.125E-01  1.013E+05 -1.422E-09 -1.762E-03  2.930E+02  1.109E+03
  0.000E+00  3.188E-01  1.013E+05 -1.472E-09 -1.629E-03  2.930E+02  1.118E+03
  0.000E+00  3.251E-01  1.013E+05 -1.518E-09 -1.487E-03  2.930E+02  1.127E+03
  0.000E+00  3.314E-01  1.013E+05 -1.548E-09 -1.338E-03  2.930E+02  1.137E+03
  0.000E+00  3.377E-01  1.013E+05 -1.557E-09 -1.185E-03  2.930E+02  1.147E+03
  0.000E+00  3.440E-01  1.013E+05 -1.535E-09 -1.028E-03  2.930E+02  1.158E+03
  0.000E+00  3.503E-01  1.013E+05 -1.484E-09 -8.840E-04  2.930E+02  1.169E+03
  0.000E+00  3.567E-01  1.013E+05 -1.420E-09 -7.469E-04  2.930E+02  1.179E+03
  0.000E+00  3.630E-01  1.013E+05 -1.334E-09 -6.115E-04  2.930E+02  1.190E+03
  0.000E+00  3.693E-01  1.013E+05 -1.227E-09 -4.927E-04  2.930E+02  1.200E+03
  0.000E+00  3.756E-01  1.013E+05 -1.115E-09 -3.894E-04  2.930E+02  1.210E+03
  0.000E+00  3.819E-01  1.013E+05 -1.003E-09 -2.952E-04  2.930E+02  1.219E+03
  0.000E+00  3.882E-01  1.013E+05 -8.859E-10 -2.101E-04  2.930E+02  1.227E+03
  0.000E+00  3.945E-01  1.013E+05 -7.628E-10 -1.380E-04  2.930E+02  1.234E+03
  0.000E+00  4.008E-01  1.013E+05 -6.460E-10 -8.465E-05  2.930E+02  1.241E+03
  0.000E+00  4.072E-01  1.013E+05 -5.466E-10 -4.239E-05  2.930E+02  1.246E+03
  0.000E+00  4.135E-01  1.013E+05 -4.613E-10 -4.875E-06  2.930E+02  1.251E+03
  0.000E+00  4.198E-01  1.013E+05 -3.817E-10  2.904E-05  2.930E+02  1.254E+03
  0.000E+00  4.261E-01  1.013E+05 -3.035E-10  5.530E-05  2.930E+02  1.257E+03
  0.000E+00  4.324E-01  1.013E+05 -2.384E-10  6.739E-05  2.930E+02  1.258E+03
  0.000E+00  4.387E-01  1.013E+05 -1.934E-10  7.875E-05  2.930E+02  1.260E+03
  0.000E+00  4.450E-01  1.013E+05 -1.476E-10  9.749E-05  2.930E+02  1.260E+03
  0.000E+00  4.513E-01  1.013E+05 -9.621E-11  1.041E-04  2.930E+02  1.260E+03
  0.000E+00  4.577E-01  1.013E+05 -6.225E-11  9.926E-05  2.930E+02  1.260E+03
  0.000E+00  4.640E-01  1.013E+05 -4.119E-11  1.033E-04  2.930E+02  1.260E+03
  0.000E+00  4.703E-01  1.013E+05 -1.162E-11  1.092E-04  2.930E+02  1.259E+03
  0.000E+00  4.766E-01  1.013E+05  1.814E-11  1.036E-04  2.930E+02  1.259E+03
  0.000E+00  4.829E-01  1.013E+05  3.842E-11  9.952E-05  2.930E+02  1.258E+03
  0.000E+00  4.892E-01  1.013E+05  7.401E-11  1.105E-04  2.930E+02  1.258E+03
  0.000E+00  4.955E-01  1.013E+05  1.680E-10  1.180E-04  2.930E+02  1.258E+03
  0.000E+00  5.018E-01  1.013E+05  2.113E-10 -5.185E-06  2.930E+02  1.258E+03
  0.000E+00  5.050E-01  1.013E+05  2.113E-10 -5.185E-06  2.930E+02  1.258E+03
  6.203E-03  0.000E+00  1.013E+05  0.000E+00  0.000E+00  2.930E+02  2.930E+02
  6.203E-03  3.156E-03  1.013E+05 -3.575E-08 -5.809E-04  2.930E+02  5.040E+02
  6.203E-03  9.469E-03  1.013E+05 -5.442E-08  4.518E-04  2.930E+02  8.544E+02
  6.203E-03  1.578E-02  1.013E+05 -7.597E-08  3.270E-04  2.930E+02  1.068E+03
  6.203E-03  2.209E-02  1.013E+05 -1.042E-07 -1.498E-04  2.930E+02  1.170E+03
  6.203E-03  2.841E-02  1.013E+05 -1.638E-07 -6.442E-04  2.930E+02  1.209E+03
  6.203E-03  3.472E-02  1.013E+05 -2.153E-07 -1.126E-03  2.930E+02  1.225E+03
  6.203E-03  4.103E-02  1.013E+05 -4.541E-07 -1.602E-03  2.930E+02  1.232E+03
  6.203E-03  4.734E-02  1.013E+05 -5.497E-07 -2.053E-03  2.931E+02  1.238E+03
  6.203E-03  5.366E-02  1.013E+05 -5.352E-07 -2.485E-03  2.934E+02  1.243E+03
  6.203E-03  5.997E-02  1.013E+05 -3.419E-07 -2.910E-03  2.944E+02  1.247E+03
  6.203E-03  6.628E-02  1.013E+05 -3.957E-07 -3.320E-03  2.968E+02  1.250E+03
  6.203E-03  7.259E-02  1.013E+05 -6.496E-07 -3.712E-03  3.027E+02  1.254E+03
  6.203E-03  7.891E-02  1.013E+05 -1.267E-06 -4.122E-03  3.155E+02  1.257E+03
  6.203E-03  8.522E-02  1.013E+05 -1.515E-06 -4.629E-03  3.401E+02  1.260E+03
  6.203E-03  9.153E-02  1.013E+05 -8.397E-07 -4.952E-03  3.811E+02  1.263E+03
  6.203E-03  9.784E-02  1.013E+05 -4.010E-07 -5.731E-03  3.401E+02  1.021E+03
  6.203E-03  1.042E-01  1.013E+05 -2.723E-07 -5.595E-03  3.155E+02  9.922E+02
  6.203E-03  1.105E-01  1.013E+05 -1.912E-07 -5.490E-03  3.027E+02  9.902E+02
  6.203E-03  1.168E-01  1.013E+05 -1.474E-07 -5.387E-03  2.968E+02  9.916E+02
  6.203E-03  1.231E-01  1.013E+05 -1.148E-07 -5.282E-03  2.944E+02  9.934E+02
  6.203E-03  1.294E-01  1.013E+05 -2.905E-07 -5.178E-03  2.934E+02  9.953E+02
  6.203E-03  1.357E-01  1.013E+05 -5.416E-07 -5.069E-03  2.931E+02  9.973E+02
  6.203E-03  1.420E-01  1.013E+05 -3.302E-07 -4.956E-03  2.930E+02  9.994E+02
  6.203E-03  1.483E-01  1.013E+05 -1.391E-07 -4.838E-03  2.930E+02  1.001E+03
  6.203E-03  1.547E-01  1.013E+05 -9.559E-08 -4.710E-03  2.930E+02  1.004E+03
  6.203E-03  1.610E-01  1.013E+05 -6.255E-08 -4.572E-03  2.930E+02  1.006E+03
  6.203E-03  1.673E-01  1.013E+05 -4.631E-08 -4.428E-03  2.930E+02  1.008E+03
