VARIABLES="XP","YP","P","U","V","TS","TF"
ZONE T="Zone 001"I=    82 J=    12 F=POINT
  0.000E+00  0.000E+00  1.012E+05 -4.252E-08  9.048E-04  2.930E+02  3.375E+02
  0.000E+00  3.156E-03  1.012E+05 -4.252E-08  9.048E-04  2.930E+02  3.375E+02
  0.000E+00  9.469E-03  1.012E+05 -4.163E-08  8.408E-03  2.930E+02  4.272E+02
  0.000E+00  1.578E-02  1.012E+05 -3.612E-08  1.253E-02  2.930E+02  5.091E+02
  0.000E+00  2.209E-02  1.012E+05 -3.086E-08  1.606E-02  2.930E+02  5.862E+02
  0.000E+00  2.841E-02  1.012E+05 -2.527E-08  1.855E-02  2.930E+02  6.598E+02
  0.000E+00  3.472E-02  1.012E+05 -2.015E-08  2.025E-02  2.930E+02  7.308E+02
  0.000E+00  4.103E-02  1.012E+05 -1.573E-08  2.136E-02  2.930E+02  8.007E+02
  0.000E+00  4.734E-02  1.012E+05 -1.207E-08  2.210E-02  2.930E+02  8.692E+02
  0.000E+00  5.366E-02  1.012E+05 -9.088E-09  2.258E-02  2.930E+02  9.361E+02
  0.000E+00  5.997E-02  1.012E+05 -6.663E-09  2.291E-02  2.931E+02  1.002E+03
  0.000E+00  6.628E-02  1.012E+05 -4.624E-09  2.313E-02  2.934E+02  1.067E+03
  0.000E+00  7.259E-02  1.012E+05 -2.821E-09  2.326E-02  2.947E+02  1.132E+03
  0.000E+00  7.891E-02  1.012E+05 -1.109E-09  2.328E-02  2.993E+02  1.198E+03
  0.000E+00  8.522E-02  1.012E+05 -3.925E-11  2.314E-02  3.135E+02  1.281E+03
  0.000E+00  9.153E-02  1.012E+05  2.512E-09  2.451E-02  3.487E+02  1.519E+03
  0.000E+00  9.784E-02  1.012E+05  4.860E-09  2.292E-02  3.135E+02  1.587E+03
  0.000E+00  1.042E-01  1.012E+05  5.139E-09  2.257E-02  2.993E+02  1.654E+03
  0.000E+00  1.105E-01  1.012E+05  5.659E-09  2.209E-02  2.947E+02  1.723E+03
  0.000E+00  1.168E-01  1.012E+05  6.182E-09  2.151E-02  2.934E+02  1.792E+03
  0.000E+00  1.231E-01  1.013E+05  6.790E-09  2.082E-02  2.931E+02  1.862E+03
  0.000E+00  1.294E-01  1.013E+05  7.436E-09  2.004E-02  2.930E+02  1.933E+03
  0.000E+00  1.357E-01  1.013E+05  8.081E-09  1.916E-02  2.930E+02  2.006E+03
  0.000E+00  1.420E-01  1.013E+05  8.679E-09  1.822E-02  2.930E+02  2.080E+03
  0.000E+00  1.483E-01  1.013E+05  9.188E-09  1.723E-02  2.930E+02  2.155E+03
  0.000E+00  1.547E-01  1.013E+05  9.582E-09  1.620E-02  2.930E+02  2.231E+03
  0.000E+00  1.610E-01  1.013E+05  9.830E-09  1.514E-02  2.930E+02  2.307E+03
  0.000E+00  1.673E-01  1.013E+05  9.923E-09  1.410E-02  2.930E+02  2.384E+03
  0.000E+00  1.736E-01  1.013E+05  9.867E-09  1.308E-02  2.930E+02  2.459E+03
  0.000E+00  1.799E-01  1.013E+05  9.682E-09  1.210E-02  2.930E+02  2.532E+03
  0.000E+00  1.862E-01  1.013E+05  9.396E-09  1.117E-02  2.930E+02  2.603E+03
  0.000E+00  1.925E-01  1.013E+05  9.019E-09  1.028E-02  2.930E+02  2.669E+03
  0.000E+00  1.988E-01  1.013E+05  8.555E-09  9.444E-03  2.930E+02  2.730E+03
  0.000E+00  2.052E-01  1.013E+05  8.044E-09  8.688E-03  2.930E+02  2.784E+03
  0.000E+00  2.115E-01  1.013E+05  7.511E-09  7.989E-03  2.930E+02  2.830E+03
  0.000E+00  2.178E-01  1.013E+05  6.957E-09  7.345E-03  2.930E+02  2.867E+03
  0.000E+00  2.241E-01  1.013E+05  6.415E-09  6.776E-03  2.930E+02  2.896E+03
  0.000E+00  2.304E-01  1.013E+05  5.902E-09  6.252E-03  2.930E+02  2.915E+03
  0.000E+00  2.367E-01  1.013E+05  5.391E-09  5.759E-03  2.930E+02  2.925E+03
  0.000E+00  2.430E-01  1.013E+05  4.888E-09  5.332E-03  2.930E+02  2.926E+03
