   7.95000E-02   5.00000E-04   1.50000E-03   7.23070E-06   1.03480E-06
   7.95000E-02   1.50000E-03   1.50000E-03   7.23488E-06   1.26754E-06
   7.95000E-02   2.50000E-03   1.50000E-03   7.23366E-06   1.29360E-06
   7.95000E-02   3.50000E-03   1.50000E-03   7.23505E-06   1.29659E-06
   7.95000E-02   4.50000E-03   1.50000E-03   7.23465E-06   1.29703E-06
   7.95000E-02   5.50000E-03   1.50000E-03   7.23507E-06   1.29794E-06
   7.95000E-02   6.50000E-03   1.50000E-03   7.23666E-06   1.30505E-06
   7.95000E-02   7.50000E-03   1.50000E-03   7.23973E-06   1.36691E-06
   7.95000E-02   8.50000E-03   1.50000E-03   7.24494E-06   1.91574E-06
   7.95000E-02   9.50000E-03   1.50000E-03   7.26739E-06   6.79557E-06
   7.95000E-02   1.05000E-02   1.50000E-03   7.25143E-06   5.94722E-05
   7.95000E-02   1.15000E-02   1.50000E-03   7.26585E-06   1.08487E-04
   7.95000E-02   1.25000E-02   1.50000E-03   7.26224E-06   1.44534E-04
   7.95000E-02   1.35000E-02   1.50000E-03   7.26077E-06   1.67616E-04
   7.95000E-02   1.45000E-02   1.50000E-03   7.26067E-06   1.77733E-04
   7.95000E-02   1.55000E-02   1.50000E-03   7.26015E-06   1.74884E-04
   7.95000E-02   1.65000E-02   1.50000E-03   7.26110E-06   1.59070E-04
   7.95000E-02   1.75000E-02   1.50000E-03   7.25937E-06   1.30291E-04
   7.95000E-02   1.85000E-02   1.50000E-03   7.26217E-06   8.85473E-05
   7.95000E-02   1.95000E-02   1.50000E-03   7.25012E-06   3.38368E-05
