   0.00000E+00   0.00000E+00   3.30555E-03   0.00000E+00
   0.00000E+00   2.85714E-02   3.30555E-03   0.00000E+00
   0.00000E+00   8.57143E-02   3.30555E-03   0.00000E+00
   0.00000E+00   1.42857E-01   3.30555E-03   0.00000E+00
   0.00000E+00   2.00000E-01   3.30555E-03   0.00000E+00
   0.00000E+00   2.57143E-01   3.30555E-03   0.00000E+00
   0.00000E+00   3.14286E-01   3.30555E-03   0.00000E+00
   0.00000E+00   3.71429E-01   3.30555E-03   0.00000E+00
   0.00000E+00   4.28571E-01   3.30555E-03   0.00000E+00
   0.00000E+00   4.85714E-01   3.30555E-03   0.00000E+00
   0.00000E+00   5.42857E-01   3.30555E-03   0.00000E+00
   0.00000E+00   6.00000E-01   3.30555E-03   0.00000E+00
   0.00000E+00   6.57143E-01   3.30555E-03   0.00000E+00
   0.00000E+00   7.14286E-01   3.30555E-03   0.00000E+00
   0.00000E+00   7.71429E-01   3.30555E-03   0.00000E+00
   0.00000E+00   8.00000E-01   3.30555E-03   0.00000E+00
   1.40056E-03   0.00000E+00   0.00000E+00   0.00000E+00
   1.40056E-03   2.85714E-02   3.31597E-03   1.30651E-06
   1.40056E-03   8.57143E-02   3.31534E-03   7.83612E-07
   1.40056E-03   1.42857E-01   3.31531E-03   2.48700E-07
   1.40056E-03   2.00000E-01   3.31531E-03   1.87271E-07
   1.40056E-03   2.57143E-01   3.31531E-03   1.20504E-07
   1.40056E-03   3.14286E-01   3.31531E-03   7.24480E-08
   1.40056E-03   3.71429E-01   3.31531E-03   1.83214E-08
   1.40056E-03   4.28571E-01   3.31531E-03  -3.39214E-08
   1.40056E-03   4.85714E-01   3.31531E-03  -9.00389E-08
   1.40056E-03   5.42857E-01   3.31531E-03  -1.46274E-07
   1.40056E-03   6.00000E-01   3.31531E-03  -2.23834E-07
   1.40056E-03   6.57143E-01   3.31531E-03  -3.06731E-07
   1.40056E-03   7.14286E-01   3.31534E-03  -8.99991E-07
   1.40056E-03   7.71429E-01   3.31588E-03  -1.48952E-06
   1.40056E-03   8.00000E-01   0.00000E+00   0.00000E+00
   4.18179E-03   0.00000E+00   0.00000E+00   0.00000E+00
   4.18179E-03   2.85714E-02   3.31734E-03   2.03387E-06
   4.18179E-03   8.57143E-02   3.31615E-03   1.22405E-06
   4.18179E-03   1.42857E-01   3.31609E-03   3.94348E-07
   4.18179E-03   2.00000E-01   3.31609E-03   2.97058E-07
   4.18179E-03   2.57143E-01   3.31609E-03   1.91392E-07
   4.18179E-03   3.14286E-01   3.31609E-03   1.14954E-07
   4.18179E-03   3.71429E-01   3.31609E-03   2.91984E-08
   4.18179E-03   4.28571E-01   3.31609E-03  -5.36489E-08
   4.18179E-03   4.85714E-01   3.31609E-03  -1.42930E-07
   4.18179E-03   5.42857E-01   3.31609E-03  -2.31724E-07
   4.18179E-03   6.00000E-01   3.31609E-03  -3.56058E-07
   4.18179E-03   6.57143E-01   3.31609E-03  -4.85439E-07
   4.18179E-03   7.14286E-01   3.31616E-03  -1.41174E-06
   4.18179E-03   7.71429E-01   3.31731E-03  -2.32073E-06
   4.18179E-03   8.00000E-01   0.00000E+00   0.00000E+00
   6.92323E-03   0.00000E+00   0.00000E+00   0.00000E+00
   6.92323E-03   2.85714E-02   3.31850E-03   2.36061E-06
   6.92323E-03   8.57143E-02   3.31672E-03   1.42715E-06
   6.92323E-03   1.42857E-01   3.31663E-03   4.70884E-07
   6.92323E-03   2.00000E-01   3.31661E-03   3.55631E-07
   6.92323E-03   2.57143E-01   3.31661E-03   2.29287E-07
   6.92323E-03   3.14286E-01   3.31661E-03   1.37741E-07
   6.92323E-03   3.71429E-01   3.31661E-03   3.49855E-08
   6.92323E-03   4.28571E-01   3.31661E-03  -6.42762E-08
   6.92323E-03   4.85714E-01   3.31661E-03  -1.71269E-07
   6.92323E-03   5.42857E-01   3.31661E-03  -2.77575E-07
   6.92323E-03   6.00000E-01   3.31662E-03  -4.26366E-07
   6.92323E-03   6.57143E-01   3.31664E-03  -5.80098E-07
