   0.00000E+00   0.00000E+00   3.60000E-02   0.00000E+00
   0.00000E+00   1.00000E-02   3.60000E-02   0.00000E+00
   0.00000E+00   2.00000E-02   3.60000E-02   0.00000E+00
   5.00000E-03   0.00000E+00   0.00000E+00   0.00000E+00
   5.00000E-03   1.00000E-02   5.41772E-02   0.00000E+00
   5.00000E-03   2.00000E-02   0.00000E+00   0.00000E+00
   1.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   1.50000E-02   1.00000E-02   5.95392E-02   0.00000E+00
   1.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   2.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   2.50000E-02   1.00000E-02   6.35677E-02   0.00000E+00
   2.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   3.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   3.50000E-02   1.00000E-02   6.55891E-02   0.00000E+00
   3.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   4.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   4.50000E-02   1.00000E-02   6.63147E-02   0.00000E+00
   4.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   5.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   5.50000E-02   1.00000E-02   6.64406E-02   0.00000E+00
   5.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   6.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   6.50000E-02   1.00000E-02   6.62859E-02   0.00000E+00
   6.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   7.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   7.50000E-02   1.00000E-02   6.59885E-02   0.00000E+00
   7.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   8.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   8.50000E-02   1.00000E-02   6.57763E-02   0.00000E+00
   8.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   9.50000E-02   0.00000E+00   0.00000E+00   0.00000E+00
   9.50000E-02   1.00000E-02   6.52917E-02   0.00000E+00
   9.50000E-02   2.00000E-02   0.00000E+00   0.00000E+00
   1.00000E-01   0.00000E+00   0.00000E+00   0.00000E+00
   1.00000E-01   1.00000E-02   6.52917E-02   0.00000E+00
   1.00000E-01   2.00000E-02   0.00000E+00   0.00000E+00
