Time DTG TG flux Temperature
416.5	0.0164	-0.0221	-1.74	28.47
420	0.0162	-0.0198	-1.76	28.65
423.5	0.016	-0.0172	-1.79	28.81
427	0.0158	-0.0169	-1.81	29
430.5	0.0156	-0.0161	-1.83	29.17
434	0.0154	-0.0169	-1.86	29.28
437.5	0.0153	-0.0151	-1.88	29.46
441	0.0151	-0.0155	-1.9	29.66
444.5	0.0149	-0.0151	-1.92	29.85
448	0.0147	-0.0136	-1.93	30.02
451.5	0.0145	-0.0118	-1.95	30.19
455	0.0144	-0.0127	-1.96	30.33
458.5	0.0142	-0.0098	-1.99	30.51
462	0.014	-0.0095	-2	30.69
465.5	0.0138	-0.0081	-2.02	30.89
469	0.0136	-0.0051	-2.05	31.08
472.5	0.0134	-0.0038	-2.07	31.28
476	0.0132	-0.004	-2.08	31.44
479.5	0.013	-0.0039	-2.1	31.64
483	0.0128	-0.0019	-2.11	31.85
486.5	0.0125	-0.0014	-2.13	32.05
490	0.0123	-0.0003	-2.14	32.21
493.5	0.0121	0.0004	-2.14	32.45
497	0.0119	0.0004	-2.17	32.65
500.5	0.0117	0.0023	-2.18	32.81
504	0.0115	0.0048	-2.19	33.02
507.5	0.0112	0.0037	-2.2	33.25
511	0.0109	0.0033	-2.21	33.42
514.5	0.0107	0.0037	-2.22	33.62
518	0.0104	0.0037	-2.24	33.88
521.5	0.0101	0.0036	-2.25	34.06
525	0.0099	0.0044	-2.25	34.17
528.5	0.0097	0.0049	-2.27	34.42
532	0.0094	0.0053	-2.28	34.67
535.5	0.0091	0.0066	-2.28	34.89
539	0.0089	0.006	-2.3	35.08
542.5	0.0086	0.0069	-2.3	35.29
546	0.0083	0.0077	-2.3	35.5
549.5	0.008	0.0081	-2.31	35.68
553	0.0076	0.0088	-2.31	35.94
556.5	0.0073	0.0089	-2.32	36.17
560	0.007	0.0087	-2.31	36.35
563.5	0.0067	0.0097	-2.31	36.58
567	0.0063	0.0097	-2.32	36.81
570.5	0.006	0.0106	-2.32	37
574	0.0056	0.0111	-2.32	37.2
577.5	0.0052	0.0126	-2.32	37.48
581	0.0048	0.0139	-2.32	37.68
584.5	0.0044	0.014	-2.33	37.93
588	0.004	0.0136	-2.32	38.15
591.5	0.0035	0.0123	-2.34	38.36
595	0.0031	0.0117	-2.34	38.59
598.5	0.0027	0.0113	-2.35	38.84
602	0.0023	0.0122	-2.36	39.07
605.5	0.0018	0.0123	-2.36	39.27
609	0.0014	0.0124	-2.38	39.48
612.5	0.0009	0.0141	-2.4	39.69
616	0.0004	0.0146	-2.41	39.9
619.5	0	0.0147	-2.42	40.09
623	-0.0005	0.0158	-2.43	40.32
626.5	-0.0011	0.0158	-2.44	40.55
630	-0.0016	0.0154	-2.44	40.76
633.5	-0.0021	0.0144	-2.46	41.01
637	-0.0026	0.0151	-2.46	41.25
640.5	-0.0031	0.0161	-2.47	41.45
644	-0.0037	0.0174	-2.47	41.65
647.5	-0.0042	0.0176	-2.48	41.86
651	-0.0048	0.0184	-2.47	42.12
654.5	-0.0053	0.0179	-2.48	42.34
658	-0.0058	0.0163	-2.49	42.53
661.5	-0.0063	0.0162	-2.49	42.75
665	-0.0068	0.0167	-2.49	42.97
668.5	-0.0073	0.0167	-2.5	43.19
672	-0.0077	0.0166	-2.5	43.41
675.5	-0.0082	0.0144	-2.5	43.69
679	-0.0086	0.0131	-2.5	43.87
682.5	-0.0089	0.0129	-2.5	44.11
686	-0.0093	0.0122	-2.5	44.34
689.5	-0.0097	0.012	-2.51	44.57
693	-0.01	0.0106	-2.53	44.77
696.5	-0.0104	0.0103	-2.53	45.02
700	-0.0107	0.0097	-2.54	45.24
703.5	-0.011	0.0083	-2.54	45.43
707	-0.0113	0.0084	-2.55	45.72
710.5	-0.0116	0.0074	-2.57	45.97
714	-0.0118	0.0042	-2.59	46.16
717.5	-0.012	0.0026	-2.59	46.37
721	-0.0121	0.0012	-2.6	46.61
724.5	-0.0123	0.0005	-2.62	46.86
728	-0.0124	-0.0001	-2.63	47.09
731.5	-0.0125	-0.0013	-2.64	47.31
735	-0.0126	-0.002	-2.64	47.54
738.5	-0.0127	-0.004	-2.64	47.77
742	-0.0127	-0.0058	-2.63	48.01
745.5	-0.0128	-0.0067	-2.63	48.26
749	-0.0128	-0.008	-2.64	48.49
752.5	-0.0128	-0.0107	-2.64	48.68
756	-0.0127	-0.0125	-2.63	48.92
759.5	-0.0126	-0.0141	-2.64	49.17
763	-0.0125	-0.0154	-2.64	49.37
766.5	-0.0123	-0.0158	-2.63	49.63
770	-0.0122	-0.0179	-2.64	49.85
773.5	-0.012	-0.0188	-2.65	50.07
